idx,type,type_name,name,formula,pa,ra,pb,rb,coefs,srcs,saved,editable
11367,1,Σ,поток денег из депозита и инвестиций для погашения долга поставщикам сырья,1·[11366] + 1·[11086],,,,,1;1,11366;11086,0,0
11401,11,Π/Π,возврат долга за поставку сырья из прибыли,[11215]·[11117] / [11410],0;0,11215;11117,0,11410,,,0,0
11402,11,Π/Π,возврат долга за поставку сырья из прибыли,[11225]·[11117] / [11410],0;0,11225;11117,0,11410,,,0,0
11403,11,Π/Π,возврат долга за поставку сырья из прибыли,[11235]·[11117] / [11410],0;0,11235;11117,0,11410,,,0,0
11404,11,Π/Π,возврат долга за поставку сырья из прибыли,[11245]·[11117] / [11410],0;0,11245;11117,0,11410,,,0,0
11405,11,Π/Π,возврат долга за поставку сырья из прибыли,[11255]·[11117] / [11410],0;0,11255;11117,0,11410,,,0,0
11406,11,Π/Π,возврат долга за поставку сырья из прибыли,[11265]·[11117] / [11410],0;0,11265;11117,0,11410,,,0,0
11407,11,Π/Π,возврат долга за поставку сырья из прибыли,[11275]·[11117] / [11410],0;0,11275;11117,0,11410,,,0,0
11408,11,Π/Π,возврат долга за поставку сырья из прибыли,[11117]·[11285] / [11410],0;0,11117;11285,0,11410,,,0,0
11410,14,clip Σ,сумма всех долгов за поставку сырья,"clip(1·[11215] + 1·[11225] + 1·[11235] + 1·[11245] + 1·[11255] + 1·[11265] + 1·[11275] + 1·[11285], 0.001, 1e+08)",0.001,0,1e+08,0,1;1;1;1;1;1;1;1,11215;11225;11235;11245;11255;11265;11275;11285,0,0
11411,11,Π/Π,возврат долга за поставку сырья из прибыли,[11421]·[11441] / [11420],0;0,11421;11441,0,11420,,,0,0
11412,11,Π/Π,возврат долга за поставку сырья из прибыли,[11422]·[11441] / [11420],0;0,11422;11441,0,11420,,,0,0
11413,11,Π/Π,возврат долга за поставку сырья из прибыли,[11423]·[11441] / [11420],0;0,11423;11441,0,11420,,,0,0
11414,11,Π/Π,возврат долга за поставку сырья из прибыли,[11424]·[11441] / [11420],0;0,11424;11441,0,11420,,,0,0
11415,11,Π/Π,возврат долга за поставку сырья из прибыли,[11425]·[11441] / [11420],0;0,11425;11441,0,11420,,,0,0
11416,11,Π/Π,возврат долга за поставку сырья из прибыли,[11426]·[11441] / [11420],0;0,11426;11441,0,11420,,,0,0
11417,11,Π/Π,возврат долга за поставку сырья из прибыли,[11427]·[11441] / [11420],0;0,11427;11441,0,11420,,,0,0
11418,11,Π/Π,возврат долга за поставку сырья из прибыли,[11428]·[11441] / [11420],0;0,11428;11441,0,11420,,,0,0
11420,14,clip Σ,сумма всех долгов за поставку сырья,"clip(1·[11421] + 1·[11422] + 1·[11423] + 1·[11424] + 1·[11425] + 1·[11426] + 1·[11427] + 1·[11428], 0.001, 1e+08)",0.001,0,1e+08,0,1;1;1;1;1;1;1;1,11421;11422;11423;11424;11425;11426;11427;11428,0,0
11421,14,clip Σ,потребность в оборотном кредите,"clip(1·[11215] + -1·[1299], 0, 1e+06)",0,0,1e+06,0,1;-1,11215;1299,0,0
11422,14,clip Σ,потребность в оборотном кредите,"clip(1·[11225] + -1·[7299], 0, 1e+06)",0,0,1e+06,0,1;-1,11225;7299,0,0
11423,14,clip Σ,потребность в оборотном кредите,"clip(1·[11235] + -1·[9299], 0, 1e+06)",0,0,1e+06,0,1;-1,11235;9299,0,0
11424,14,clip Σ,потребность в оборотном кредите,"clip(1·[11245] + -1·[10299], 0, 1e+06)",0,0,1e+06,0,1;-1,11245;10299,0,0
11425,14,clip Σ,потребность в оборотном кредите,"clip(1·[11255] + -1·[8299], 0, 1e+06)",0,0,1e+06,0,1;-1,11255;8299,0,0
11426,14,clip Σ,потребность в оборотном кредите,"clip(1·[11265] + -1·[13299], 0, 1e+06)",0,0,1e+06,0,1;-1,11265;13299,0,0
11427,14,clip Σ,потребность в оборотном кредите,"clip(1·[11275] + -1·[12299], 0, 1e+06)",0,0,1e+06,0,1;-1,11275;12299,0,0
11428,14,clip Σ,потребность в оборотном кредите,"clip(1·[11285] + -1·[4299], 0, 1e+06)",0,0,1e+06,0,1;-1,11285;4299,0,0
11438,14,clip Σ,сигнал о прекращении поставок сырья в результате задолженности его оплаты,"clip(-8·[11285] + 10·[4299], 0, 1)",0,0,1,0,-8;10,11285;4299,0,0
11441,7,min,поток кредита из банка,"min([11452], [11445])",0;0,11452;11445,,,,,0,0
11442,5,∫ с пределами,текущий кредитный долг банку,"∫(1·[11441] + -1·[1097] + 1·[11443]) dt, x0=1, pa1=0, hi=1e+07",1;0,0;0,1e+07,0,1;-1;1,11441;1097;11443,0,0
11443,9,Π,поток процентов за выданный оборотный кредит,[11442]·[47],0;0,11442;47,,,,,0,0
11444,14,clip Σ,сигнал о возможности кредитования банком оборотных средств,"clip(-0.1·[11442] + 0.1·[11448], 0, 1)",0,0,1,0,-0.1;0.1,11442;11448,0,0
11445,9,Π,поток кредита оборотных средств выдаваемых банком,[11452]·[11444]·[11446],0;0;0,11452;11444;11446,,,,,0,0
11446,14,clip Σ,сигнал о том что норма прибыли больше ставки кредита,"clip(1·[11450], 0, 1)",0,0,1,0,1,11450,0,0
11447,1,Σ,формирование сигнала о возможности кредитования,1·1 + 1·[11450],,,,,1;1,const;11450,0,0
11448,9,Π,формиросание сигнала о возможности кредитования,[11449]·[11447],0;0,11449;11447,,,,,0,0
11449,2,уставка·Σ,коэф ликвидности основных фондов для возможности банковского кредитования,0.1·(0.1·[11063]),0.1,11449,,,0.1,11063,0,1
11450,2,уставка·Σ,учет превышения нормы проб над ставкой кредита для эффективности кредитования,3·(1·[11451]),3,0,,,1,11451,0,0
11451,11,Π/Π,превышение нормы прибыли стаки кркдита,[11058] / [47],0,11058,0,47,,,0,0
11452,9,Π,потребность в оборотном кредите,[11420]·[199],0;0,11420;199,,,,,0,0
11461,9,Π,сигнал о прекращении поставок сырья при неоплате ранее поставленного,[88]·[11303],0;0,88;11303,,,,,0,0
11462,9,Π,сигнал о прекращении поставок сырья при неоплате ранее поставленного,[88]·[11308],0;0,88;11308,,,,,0,0
11463,9,Π,сигнал о прекращении поставок сырья при неоплате ранее поставленного,[88]·[11313],0;0,88;11313,,,,,0,0
11464,9,Π,сигнал о прекращении поставок сырья при неоплате ранее поставленного,[88]·[11318],0;0,88;11318,,,,,0,0
11465,9,Π,сигнал о прекращении поставок сырья при неоплате ранее поставленного,[88]·[11323],0;0,88;11323,,,,,0,0
11466,9,Π,сигнал о прекращении поставок сырья при неоплате ранее поставленного,[88]·[11328],0;0,88;11328,,,,,0,0
11467,9,Π,сигнал о прекращении поставок сырья при неоплате ранее поставленного,[88]·[11333],0;0,88;11333,,,,,0,0
11468,9,Π,сигнал о прекращении поставок сырья при неоплате ранее поставленного,[11438]·[88],0;0,11438;88,,,,,0,0
11471,1,Σ,включ сигнала о небходимости прекращения поставок сырья при отсутств их оплаты,1·[11461] + 1·[189],,,,,1;1,11461;189,0,0
11472,1,Σ,включ сигнала о небходимости прекращения поставок сырья при отсутств их оплаты,1·[11462] + 1·[189],,,,,1;1,11462;189,0,0
11473,1,Σ,включ сигнала о небходимости прекращения поставок сырья при отсутств их оплаты,1·[11463] + 1·[189],,,,,1;1,11463;189,0,0
11474,1,Σ,включ сигнала о небходимости прекращения поставок сырья при отсутств их оплаты,1·[11464] + 1·[189],,,,,1;1,11464;189,0,0
11475,1,Σ,включ сигнала о небходимости прекращения поставок сырья при отсутств их оплаты,1·[11465] + 1·[189],,,,,1;1,11465;189,0,0
11476,1,Σ,включ сигнала о небходимости прекращения поставок сырья при отсутств их оплаты,1·[11466] + 1·[189],,,,,1;1,11466;189,0,0
11477,1,Σ,включ сигнала о небходимости прекращения поставок сырья при отсутств их оплаты,1·[11467] + 1·[189],,,,,1;1,11467;189,0,0
11478,1,Σ,включ сигнала о небходимости прекращения поставок сырья при отсутств их оплаты,1·[11468] + 1·[189],,,,,1;1,11468;189,0,0
11801,1,Σ,,0.09·1 + 0.75·[11810],,,,,0.09;0.75,const;11810,0,0
11802,2,уставка·Σ,доход,1·(0.2972·[11026]),1,11802,,,0.2972,11026,0,1
11803,9,Π,сумма подоходн налога из соц группы,[11804]·[11811],0;0,11804;11811,,,,,0,0
11804,9,Π,масса подоходного налога,[11802]·[22],0;0,11802;22,,,,,0,0
11805,4,1/(Tp+1)·g,чистый доход,"clip(1·(1·[11802] + -1·[11806] + -1·[11804]), 0.1, 1)",1,0,1;0.1,0;0,1;-1;-1,11802;11806;11804,5.41102,0
11806,9,Π,другие платежи,[11802]·[21],0;0,11802;21,,,,,0,0
11807,9,Π,другие платежи,[11806]·[11811],0;0,11806;11811,,,,,0,0
11808,9,Π,спрос соц группы на услуги,[11874]·[11811],0;0,11874;11811,,,,,0,0
11809,9,Π,спрос на ТНП в социальной группе,[11860]·[11811],0;0,11860;11811,,,,,0,0
11810,9,Π,спрос на стоящ жилье в соц группе,[11844]·[11811],0;0,11844;11811,,,,,0,0
11811,2,уставка·Σ,количество человек в соц группе,1·(1·[11012]),1,11811,,,1,11012,0,1
11812,9,Π,формир фин возмож,[11828]·[11828],0;0,11828;11828,,,,,0,0
11813,1,Σ,,0.05·1 + 0.75·[11866],,,,,0.05;0.75,const;11866,0,0
11814,10,Σ·[ref],формир финан возм,(2.3·[11812])·[11815],0,11815,,,2.3,11812,0,0
11815,5,∫ с пределами,денежные накопления,"∫(1·[11816] + -1·[11814] + -1·[11870]) dt, x0=1, pa1=0.001, hi=100000",1;0.001,0;0,100000,0,1;-1;-1,11816;11814;11870,1.03022,0
11816,11,Π/Π,формир денежн накоплений,[11838]·[11838]·[11805] / [11819]·[11819],0;0;0,11838;11838;11805,0;0,11819;11819,,,0,0
11817,11,Π/Π,формир соц напряженности,[11815] / [11818],0,11815,0,11818,,,0,0
11818,4,1/(Tp+1)·g,финансовые возможности,"clip(1·(1·[11805] + 1·[11814] + -1·[11816]), 0.1, 1)",1,0,1;0.1,0;0,1;1;-1,11805;11814;11816,5.40873,0
11819,1,Σ,формирование денежн накоплений,1·1 + 1·[11838],,,,,1;1,const;11838,0,0
11820,1,Σ,расходы на ТНП Услуги и Досуг,1·[11818] + -1·[11821],,,,,1;-1,11818;11821,0,0
11821,9,Π,расходы на ПП и Жилье,[11831]·[11818],0;0,11831;11818,,,,,0,0
11822,12,Π/Σ,расходы на ПП,[11828]·[11821] / (1·[11828] + 1·[11836]),0;0,11828;11821,,,1;1,11828;11836,0,0
11823,14,clip Σ,расходы на жилье,"clip(1·[11821] + -1·[11822] + -1·[70], 0.01, 1e+07)",0.01,0,1e+07,0,1;-1;-1,11821;11822;70,0,0
11824,2,уставка·Σ,масштабир цены ПП в соц гр,0.08·(1·[4197]),0.08,0,,,1,4197,0,0
11825,12,Π/Σ,формир доли на ПП,[11824] / (0.001·1 + 0.2·[11822]),0,11824,,,0.001;0.2,const;11822,0,0
11826,11,Π/Π,спрос соц группы на ПП,[11811]·[11822] / [11824],0;0,11811;11822,0,11824,,,0,0
11827,12,Π/Σ,формир доли на ПП,[11825] / (1·[11825] + 1·[11822]),0,11825,,,1;1,11825;11822,0,0
11828,4,1/(Tp+1)·g,формир доли на ПП,"clip(1·(1·[11827]), 0.1, 1)",1,0,1;0.1,0;0,1,11827,0.501757,0
11829,14,clip Σ,,"clip(1·1 + -4·[11832], 0, 1)",0,0,1,0,1;-4,const;11832,0,0
11830,11,Π/Π,спрос на ПП,[11822] / [11824],0,11822,0,11824,,,0,0
11831,14,clip Σ,формир доли на ПП и Жил,"clip(1·[11828] + 1·[11836], 0, 1)",0,0,1,0,1;1,11828;11836,0,0
11832,14,clip Σ,формир доли на Жил,"clip(-0.5·1 + 1·[11828], 0, 100)",0,0,100,0,-0.5;1,const;11828,0,0
11833,1,Σ,формир доли на Жил,1·1 + 1·[11832],,,,,1;1,const;11832,0,0
11834,23,?23,формир доли на Жил,?23(1·[11833]; 10),10,0,,,1,11833,0,0
11835,11,Π/Π,доля на жилье,[11857] / [11834],0,11857,0,11834,,,0,0
11836,12,Π/Σ,доля на Жил,[11835] / (1·1 + 5·[11835]),0,11835,,,1;5,const;11835,0,0
11837,14,clip Σ,всего расходов на ТНП и др,"clip(1·[11820] + -1·[11856], 0, 1000)",0,0,1000,0,1;-1,11820;11856,0,0
11838,1,Σ,уровень жизни,1·1 + -1·[11828],,,,,1;-1,const;11828,0,0
11839,12,Π/Σ,натуральный спрос на покупку жилья (удовлетворенный),[11844] / (0.01·1 + 1·[11842]),0,11844,,,0.01;1,const;11842,0,0
11840,2,уставка·Σ,коэф перевода года в мес,1·(1·[11823]),1,0,,,1,11823,0,0
11841,11,Π/Π,спрос на строит жилья,[11840]·[11840] / [11842]·[11842],0;0,11840;11840,0;0,11842;11842,,,0,0
11842,2,уставка·Σ,цена строящ жилья,1·(1·[3120]),1,0,,,1,3120,0,0
11843,12,Π/Σ,доля на покупку жилья,[11848]·[11849]·[11841]·[11829] / (0.1·1 + 1·[11841]),0;0;0;0,11848;11849;11841;11829,,,0.1;1,const;11841,0,0
11844,9,Π,расходы на покупку жилья,[11823]·[11843],0;0,11823;11843,,,,,0,0
11845,14,clip Σ,расходы на наем жилья,"clip(1·[11823] + -1·[11844], 0, 1e+07)",0,0,1e+07,0,1;-1,11823;11844,0,0
11846,12,Π/Σ,формиров доли расходов на покупку жилья,[11853] / (1·[11842] + 1·[11853]),0,11853,,,1;1,11842;11853,0,0
11847,12,Π/Σ,формир доли расходов на покупку жилья,[11853] / (20·[11892]),0,11853,,,20,11892,0,0
11848,4,1/(Tp+1)·g,формир доли расх на жилье,"clip(1·(1·[11846]), 0.1, 1)",1,0,1;0.1,0;0,1,11846,0.353724,0
11849,4,1/(Tp+1)·g,формир доли расх на жилье,"clip(1·(1·[11847]), 0.1, 1)",1,0,1;0.1,0;0,1,11847,1,0
11850,9,Π,спрос на досуг в соц группы,[11811]·[11866]·[11837],0;0;0,11811;11866;11837,,,,,0,0
11851,5,∫ с пределами,куплено всего жилья,"∫(1·[11839] + -0.01·[11854]) dt, x0=1, pa1=0, hi=10000",1;0,0;0,10000,0,1;-0.01,11839;11854,3.66939,0
11852,12,Π/Σ,всего нанято жилья,[11845] / (0.1·[11853]),0,11845,,,0.1,11853,0,0
11853,2,уставка·Σ,цена найма жилья,1·(1·[3]),1,0,,,1,3,0,0
11854,12,Π/Σ,коэф амортизац купленного жилья,[11851] / (1·1 + 1.5·[11874]),0,11851,,,1;1.5,const;11874,0,0
11855,4,1/(Tp+1)·g,всего имеется жилья,"clip(2·(2·[11852] + 1·[11851]), 0.01, 1)",2,0,1;0.01,0;0,2;1,11852;11851,18.8651,0
11856,9,Π,поток уплаты налога за купленное жилье,[11851]·[11892],0;0,11851;11892,,,,,0,0
11857,11,Π/Π,отношение нормы жилья к имеещемуся,[11893] / [11855],0,11893,0,11855,,,0,0
11858,12,Π/Σ,качество жизни,[11866]·[400] / (0.2·[11857] + 0.2·[11828]),0;0,11866;400,,,0.2;0.2,11857;11828,0,0
11859,2,уставка·Σ,масшт спроса на аренду жилья для весов ценн в расходах,0.1·(1·[11852]),0.1,0,,,1,11852,0,0
11860,11,Π/Π,поток покупок ТНП,[11864]·[11837] / [11873]·[5150],0;0,11864;11837,0;0,11873;5150,,,0,0
11861,5,∫ с пределами,накоплено купленных ТНП,"∫(1·[11860] + -1·[11862]) dt, x0=0.5, pa1=1, hi=10000",0.5;1,0;0,10000,0,1;-1,11860;11862,12.5851,0
11862,12,Π/Σ,амортизация ТНП,[11861] / (10·1 + 20·[11874]),0,11861,,,10;20,const;11874,0,0
11863,2,уставка·Σ,всего имущества (ТНП+Жил),0.03·(1·[11861] + 1·[11855]),0.03,0,,,1;1,11861;11855,0,0
11864,12,Π/Σ,треб ТНП,[11855] / (0.01·1 + 0.4·[11861]),0,11855,,,0.01;0.4,const;11861,0,0
11865,12,Π/Σ,треб услуг,[11863] / (1·1 + 1·[11863]),0,11863,,,1;1,const;11863,0,0
11866,11,Π/Π,формир спроса на досуг,[11875]·[11837] / [11873]·[4]·[4]·[4],0;0,11875;11837,0;0;0;0,11873;4;4;4,,,0,0
11867,9,Π,объем потребляемых благ в соц сфере для формиров натуральн потребности в эл-эн,[11873]·[11811],0;0,11873;11811,,,,,0,0
11868,1,Σ,всего расходы на личное жилье (его приобретение и налог при его содержании),1·[1856] + 1·[1844],,,,,1;1,1856;1844,0,0
11870,14,clip Σ,уровень денежн нак при котором нчинается активное приобрет жилья,"clip(-3.5·1 + 1·[11815], 0, 1e+08)",0,0,1e+08,0,-3.5;1,const;11815,0,0
11871,2,уставка·Σ,Цдосуга,1.25·(1·1),1.25,0,,,1,const,0,0
11873,4,1/(Tp+1)·g,сумма потребностей в усл+досуге+ТНП,"clip(1·(1·[11864] + 1·[11865] + 1·[11875]), 0.01, 1)",1,0,1;0.01,0;0,1;1;1,11864;11865;11875,5.14494,0
11874,11,Π/Π,спрос на услуги,[11865]·[11837] / [5]·[11873],0;0,11865;11837,0;0,5;11873,,,0,0
11875,12,Π/Σ,поток услуг освобождающий время на досуг,[11874]·[11888] / (0.1·1 + 1·[11874]),0;0,11874;11888,,,0.1;1,const;11874,0,0
11876,11,Π/Π,вес цены блага в расходах соц группы,[11866]·[4]·[4] / [11818],0;0;0,11866;4;4,0,11818,,,0,0
11877,11,Π/Π,вес цены блага в расходах соц группы,[11874]·[5]·[5] / [11818],0;0;0,11874;5;5,0,11818,,,0,0
11878,11,Π/Π,вес цены блага в расходах соц группы,[11860]·[5150]·[5150] / [11818],0;0;0,11860;5150;5150,0,11818,,,0,0
11879,11,Π/Π,вес цены блага в расходах соц группы,[11859]·[3]·[3] / [11818],0;0;0,11859;3;3,0,11818,,,0,0
11880,11,Π/Π,вес цены блага в расходах соц группы,[11841]·[11842]·[11842] / [11818],0;0;0,11841;11842;11842,0,11818,,,0,0
11881,11,Π/Π,вес цены блага в расходах соц группы,[11826]·[11824]·[11824] / [11818]·[11811],0;0;0,11826;11824;11824,0;0,11818;11811,,,0,0
11885,12,Π/Σ,индекс социальной напряженности,[11887]·[11886] / (1·1 + 0.5·[11887]),0;0,11887;11886,,,1;0.5,const;11887,0,0
11886,1,Σ,формир потребн в досуге от соц напряж,1·1 + 2·[11005],,,,,1;2,const;11005,0,0
11887,12,Π/Σ,треб досуга,[1] / (12·[11858] + 1·[11817]),0,1,,,12;1,11858;11817,0,0
11888,4,1/(Tp+1)·g,треб досуга,"clip(1·(1·[11863] + 1·[11815]), 0.1, 1)",1,0,1;0.1,0;0,1;1,11863;11815,1.97357,0
11889,9,Π,накоплено денег в соц группе для возможной покупки дол,[11870]·[11811],0;0,11870;11811,,,,,0,0
11890,9,Π,уровень денежн накоплений насел при котором начинают покупать дол,[11815],0,11815,,,,,0,0
11891,1,Σ,сумма абсол знач весов цен благ соц гр,1·[11876] + 1·[11877] + 1·[11878] + 1·[11879] + 1·[11880] + 1·[11881],,,,,1;1;1;1;1;1,11876;11877;11878;11879;11880;11881,0,0
11892,2,уставка·Σ,ставка налога на жилье,1·(1·[7]),1,0,,,1,7,0,0
11893,2,уставка·Σ,норма жилья,10·(1·1),10,11893,,,1,const,0,1
11894,11,Π/Π,относит вес цены на ПП,[11881] / [11891],0,11881,0,11891,,,0,0
11895,11,Π/Π,относительный вес цены куплен жилья,[11880] / [11891],0,11880,0,11891,,,0,0
11896,11,Π/Π,относительный вес цены досуга,[11876] / [11891],0,11876,0,11891,,,0,0
11897,11,Π/Π,относительный вес цены услуг,[11877] / [11891],0,11877,0,11891,,,0,0
11898,11,Π/Π,относительный вес цены ТНП,[11878] / [11891],0,11878,0,11891,,,0,0
11899,11,Π/Π,относительный вес цены аренд жилья,[11879] / [11891],0,11879,0,11891,,,0,0
12001,14,clip Σ,13альн произв продукции,"clip(1·[12011], 0.2, 1.11111e+06)",0.2,0,1.11111e+06,0,1,12011,0,0
12002,4,1/(Tp+1)·g,потенц произв продукции,"clip(1·(1·[12011]), 0.1, 1)",1,0,1;0.1,0;0,1,12011,0.997703,0
12003,7,min,огранич в произв продукции,"min([12213], [12223], [12243], [12253], [12263], [12203])",0;0;0;0;0;0,12213;12223;12243;12253;12263;12203,,,,,0,0
12004,14,clip Σ,производство продукции,"clip(1·[12017], 0.001, 10000)",0.001,0,10000,0,1,12017,0,0
12005,12,Π/Σ,степень безработицы в секторе,[232]·[12030] / (1e-05·1 + 1·[12009]),0;0,232;12030,,,1e-05;1,const;12009,0,0
12006,9,Π,МЗ от импорта,[12206]·[501],0;0,12206;501,,,,,0,0
12007,7,min,всего реализовано продукции,"min([12001], [12004])",0;0,12001;12004,,,,,0,0
12008,4,1/(Tp+1)·g,материальные затраты,"clip(1·(1.5255·[12018]), 0.02, 1)",1,0,1;0.02,0;0,1.5255,12018,401.192,0
12009,10,Σ·[ref],требуется труда с учетом сменности и потребн в продукции,(0.2·[12093])·[12025],0,12025,,,0.2,12093,0,0
12010,12,Π/Σ,цена рыночная,[12116] / (0.2·1 + 0.8·[12004]),0,12116,,,0.2;0.8,const;12004,0,0
12011,10,Σ·[ref],потенциальное производство продукции,(0.1·[12080])·[12029],0,12029,,,0.1,12080,0,0
12012,2,уставка·Σ,подано труда,11·(1·1),11,12012,,,1,const,0,1
12013,11,Π/Π,расходы сект на Фп,[12365]·[12066] / [12072],0;0,12365;12066,0,12072,,,0,0
12014,11,Π/Π,расходы сект на Фа,[12365]·[12068] / [12072],0;0,12365;12068,0,12072,,,0,0
12015,11,Π/Π,количество прибыли для импортного оборудования,[12365]·[12075] / [12072],0;0,12365;12075,0,12072,,,0,0
12016,2,уставка·Σ,общее предложение труда в секторе производства,2·(1·[12012] + 1·[235]),2,0,,,1;1,12012;235,0,0
12017,4,1/(Tp+1)·g,,"clip(1·(1·[12011]), 0.02, 1)",1,0,1;0.02,0;0,1,12011,1,0
12018,1,Σ,сумма номинальных материальных затрат,1·[12006] + 1·[12217] + 1·[12227] + 1·[12237] + 1·[12247] + 1·[12257] + 1·[12267] + 1·[12277],,,,,1;1;1;1;1;1;1;1,12006;12217;12227;12237;12247;12257;12267;12277,0,0
12019,9,Π,цена сырья,[12037]·[12105],0;0,12037;12105,,,,,0,0
12020,2,уставка·Σ,ставка зарплаты,2·(1·1),2,12020,,,1,const,0,1
12021,1,Σ,условно средняя цена поставляемых новых фондов для их развития,0.5·[2039] + 0.5·[3039],,,,,0.5;0.5,2039;3039,0,0
12025,5,∫ с пределами,К сменности,"∫(1·[12076] + -1·[12004]) dt, x0=1, pa1=0.2, hi=2.5",1;0.2,0;0,2.5,0,1;-1,12076;12004,0.997623,0
12026,13,Σ/Π,доход на одного в соц группе сырья,(1·[12052] + 1·[12032]) / [12029],,,0,12029,1;1,12052;12032,0,0
12027,2,уставка·Σ,выручеа как суммаа платежей потребителей продукции,1.4387·(1·[1276] + 1·[2276] + 1·[3276] + 1·[4276] + 1·[5276] + 1·[6276] + 1·[7276] + 1·[8276] + 1·[9276] + 1·[10276] + 1·[11276] + 1·[12276] + 1·[13276] + 1·[12157] + 1·[12158] + 1·[12167]),1.4387,0,,,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,1276;2276;3276;4276;5276;6276;7276;8276;9276;10276;11276;12276;13276;12157;12158;12167,0,0
12029,7,min,используется труда,"min([12016], [12009])",0;0,12016;12009,,,,,0,0
12030,14,clip Σ,безработица,"clip(1·[12012] + -1·[12029], 0, 100000)",0,0,100000,0,1;-1,12012;12029,0,0
12031,10,Σ·[ref],индексация зарплаты,(12·1)·[12020],0,12020,,,12,const,0,0
12032,9,Π,поток зарплаты,[12029]·[12031],0;0,12029;12031,,,,,0,0
12033,1,Σ,общие затраты,1·[12008] + 1·[12051] + 1·[12032],,,,,1;1;1,12008;12051;12032,0,0
12034,1,Σ,все затраты,1·[12033] + 1·[12055],,,,,1;1,12033;12055,0,0
12035,13,Σ/Π,себестоимость,(1·[12034]) / [12004],,,0,12004,1,12034,0,0
12036,9,Π,формирование цены,[12112]·[12113]·[12035],0;0;0,12112;12113;12035,,,,,0,0
12037,4,1/(Tp+1)·g,цена без НДС,"clip(0.7828·(1·[12038] + 1·[12036]), 0.1, 1)",0.7828,0,1;0.1,0;0,1;1,12038;12036,899.107,0
12038,9,Π,формирование рыночной цены (с учетом ее доли в общей цене),[12035]·[12112]·[12114],0;0;0,12035;12112;12114,,,,,0,0
12039,4,1/(Tp+1)·g,цена с НДС,"clip(1·(1·[12019]), 0.02, 1)",1,0,1;0.02,0;0,1,12019,1023.35,0
12040,9,Π,выручка без НДС,[12037]·[12007],0;0,12037;12007,,,,,0,0
12041,4,1/(Tp+1)·g,сумма выручек внутренней и экспортной,"clip(1·(1·[996]), 0.02, 1)",1,0,1;0.02,0;0,1,996,15.0352,0
12042,2,уставка·Σ,сумма выручек внутренней и экспортной,1·(1·[12041] + 1·[12027] + 1·[372]),1,0,,,1;1;1,12041;12027;372,0,0
12043,14,clip Σ,добавленная стоимость,"clip(1·[12042] + -1·[12008], 0, 10000)",0,0,10000,0,1;-1,12042;12008,0,0
12044,14,clip Σ,балансовая прибыль,"clip(1·[12043] + -1·[12050] + -1·[12047] + -1·[12097] + -1·[12054] + -1·[12032] + -1·[12048] + -1·[12073] + -1·[12137], 0, 10000)",0,0,10000,0,1;-1;-1;-1;-1;-1;-1;-1;-1,12043;12050;12047;12097;12054;12032;12048;12073;12137,0,0
12045,1,Σ,чистая прибыль,1·[12044] + -1·[12049],,,,,1;-1,12044;12049,0,0
12046,2,уставка·Σ,стоимость вводимых основных фондов,0.5242·(1·[12078] + 1·[12079] + 1·[12200]),0.5242,0,,,1;1;1,12078;12079;12200,0,0
12047,9,Π,поток НДС,[12043]·[24],0;0,12043;24,,,,,0,0
12048,9,Π,поток налога с выручки,[12042]·[23],0;0,12042;23,,,,,0,0
12049,9,Π,поток налога на прибыль,[25]·[12044],0;0,25;12044,,,,,0,0
12050,9,Π,поток налога на фонды,[12063]·[26],0;0,12063;26,,,,,0,0
12051,9,Π,амортизация в себестоимости,[12063]·[12064],0;0,12063;12064,,,,,0,0
12052,12,Π/Σ,доля прибыли в потребление,[12074]·[12045] / (5·1 + 1·[12074]),0;0,12074;12045,,,5;1,const;12074,0,0
12053,4,1/(Tp+1)·g,ФОТ,"clip(1·(1·[12052] + 1·[12032]), 0.1, 1)",1,0,1;0.1,0;0,1;1,12052;12032,325.601,0
12054,9,Π,налог на ФОТ,[12053]·[28],0;0,12053;28,,,,,0,0
12055,1,Σ,сумма налогов,1·[12054] + 1·[12050] + 1·[12048],,,,,1;1;1,12054;12050;12048,0,0
12056,4,1/(Tp+1)·g,инвестируемая прибыль,"clip(1·(1·[12045] + -1·[12052]), 0.01, 1)",1,0,1;0.01,0;0,1;-1,12045;12052,50.6924,0
12057,12,Π/Σ,норма прибыли,[12045] / (0.001·1 + 1·[12049] + 1·[12034]),0,12045,,,0.001;1;1,const;12049;12034,0,0
12058,4,1/(Tp+1)·g,степень финансовых возможностей,"clip(1·(1·[12057]), 0.1, 1)",1,0,1;0.1,0;0,1,12057,0.135002,0
12059,14,clip Σ,индекс финансовых возможностей,"clip(20·[12058], 0, 1)",0,0,1,0,20,12058,0,0
12060,14,clip Σ,степень недостаточности финансов,"clip(1·1 + -1·[12059], 0, 1)",0,0,1,0,1;-1,const;12059,0,0
12061,14,clip Σ,норма выплаты амортизации,"clip(1·[12056], 0, 1)",0,0,1,0,1,12056,0,0
12062,9,Π,реальный поток амортизации,[12061]·[12063]·[12064],0;0;0,12061;12063;12064,,,,,0,0
12063,5,∫ с пределами,стоимость производственных фондов,"∫(1·[12046] + -1·[12073]) dt, x0=0.1, pa1=0, hi=10000",0.1;0,0;0,10000,0,1;-1,12046;12073,1000,0
12064,2,уставка·Σ,коэффициент амортизации,10·(0.01·1),10,12064,,,0.01,const,0,1
